instance_id,repo,outcome,started,finished,elapsed_seconds,generation_trace_seconds,generation_status,patch_chars,residual_seconds,detailed_eval_report,patch_applied,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,error_RateLimitError,error_BadGatewayError,all_roles_completed,final_review_started,revision_started,implementation_patch_available,final_equals_implementation,error_Timeout
sympy__sympy-20154,sympy/sympy,resolved,2026-09-18T23:28:39.316750+00:00,2026-09-18T23:50:33.447464+00:00,1314.130714,1181.376913158223,completed,1759,132.75380084177687,True,True,2,0,40,0,1040924,38445,1079369,13118,813312,98,76,22,0,103,10,74,0,76,76,0,559.8744163415395,23.450681356713176,100.01432084711269,22,,True,True,True,True,True,
sympy__sympy-20438,sympy/sympy,unresolved,2026-09-18T23:50:33.450586+00:00,2026-09-19T00:13:33.593392+00:00,1380.142806,1206.2383156302385,completed_with_role_failures,1590,173.90449036976156,True,True,0,2,89,4,1785270,47943,1833213,24793,1558784,118,93,25,0,131,8,91,0,93,93,0,720.6109298756346,108.51397738792002,108.01652153022587,24,1,False,False,True,True,False,
sympy__sympy-20590,sympy/sympy,resolved,2026-09-19T00:13:33.596360+00:00,2026-09-19T00:35:41.721980+00:00,1328.12562,1205.2234872537665,completed_with_role_failures,470,122.90213274623352,True,True,1,0,21,0,1152817,45180,1197997,19032,953856,114,93,21,0,135,16,86,0,93,93,0,688.3467492088675,35.69009345630184,100.01462046522647,20,,False,True,True,True,True,1
sympy__sympy-20801,sympy/sympy,resolved,2026-09-19T00:35:41.724872+00:00,2026-09-19T00:57:57.855564+00:00,1336.130692,1205.3315750779584,completed_with_role_failures,568,130.79911692204155,True,True,1,0,96,0,984693,37441,1022134,17788,795904,98,78,20,0,96,9,73,0,78,78,0,696.1540787564591,173.48867659596726,96.01208233367652,16,3,False,True,True,True,True,1
sympy__sympy-21847,sympy/sympy,resolved,2026-09-19T00:57:57.859037+00:00,2026-09-19T01:16:31.969329+00:00,1114.110292,980.1083721481264,completed,1045,134.0019198518737,True,True,1,0,9,0,1278856,58095,1336951,23375,1006336,77,76,1,0,99,14,74,0,76,76,0,732.2448690505698,2.7734674252569675,4.00059980712831,,1,True,True,True,True,True,
sympy__sympy-21930,sympy/sympy,unresolved,2026-09-19T01:16:31.972265+00:00,2026-09-19T01:39:10.104920+00:00,1358.132655,1206.5743453940377,completed_with_role_failures,643,151.55830960596245,True,True,0,6,45,0,1485016,47501,1532517,22269,1294848,101,98,3,0,124,9,84,0,98,98,0,827.5360642466694,54.3714649155736,12.002114281523973,,3,False,False,True,True,True,
sympy__sympy-22080,sympy/sympy,unresolved,2026-09-19T01:39:10.107911+00:00,2026-09-19T02:01:40.234776+00:00,1350.126865,1205.9883264130913,completed_with_role_failures,1514,144.13853858690868,True,True,2,1,91,0,1897071,63150,1960221,37597,1646080,104,101,3,0,139,10,94,0,101,101,0,899.3440606878139,47.89352315245196,8.001328980084509,,2,False,False,True,True,True,1
sympy__sympy-22456,sympy/sympy,resolved,2026-09-19T02:01:40.237648+00:00,2026-09-19T02:23:50.362484+00:00,1330.124836,1208.0552618582733,completed_with_role_failures,804,122.06957414172666,True,True,1,0,29,0,2330230,50308,2380538,33174,2140672,94,89,5,0,117,5,84,0,89,89,0,903.7844185149297,74.23819076549262,16.002839643973857,,4,False,False,False,True,True,1
sympy__sympy-23534,sympy/sympy,resolved,2026-09-19T02:23:50.366644+00:00,2026-09-19T02:45:46.492059+00:00,1316.125415,1185.742703822907,completed_with_role_failures,395,130.38271117709292,True,True,1,0,11,0,1375406,50775,1426181,18479,1148160,107,104,3,0,109,17,99,0,104,104,0,864.065471007023,74.94380575511605,12.00196236371994,,3,False,True,True,True,True,
sympy__sympy-24443,sympy/sympy,resolved,2026-09-19T02:45:46.496346+00:00,2026-09-19T03:08:12.626539+00:00,1346.130193,1200.1097741457634,completed,898,146.0204188542366,True,True,1,0,1,0,997625,43132,1040757,17850,795648,83,81,2,0,100,10,80,0,81,81,0,703.4277668828145,9.751459442079067,8.001170970033854,1,1,True,True,True,True,True,
